schoolname,ncesid,ncesdistid_admin,ncesdistid_geo,census_id,pp_stloc_raw,pp_fed_raw,pp_total_raw,pp_total_norm_NERDS,flag_nerds,flag_f33,schoolstloc_raw,schoolfed_raw,schooltot_raw,distid_stateassigned,schoolid_stateassigned,distname,address,city,state,zip_code,ncesenroll,enroll_raw,enrollmetric_raw,gradespan,level
Rio Vista High,063311005125,0633110,0633110,05503480100000,9427,213,9640,NRD,false,1,3808508,86052,3894560,34674130000000,34674134835302,River Delta Joint Unified,410 S. FOURTH ST.,RIO VISTA,CA,94571,413,413,CALPADS Fall 1 Submission enrollment,09-12,4
Walnut Grove Elementary,063311005127,0633110,0633110,05503480100000,9472,640,10112,NRD,false,1,1648128,111360,1759488,34674130000000,34674136033708,River Delta Joint Unified,14181 GROVE ST.,WALNUT GROVE,CA,95690,169,169,CALPADS Fall 1 Submission enrollment,KG-06,2
River Islands Technology Academy,060175613146,0601756,0601756,NRD,7320,364,7684,NRD,false,NRD,NRD,NRD,NRD,39684860127134,01271340127134,River Islands Technology Academy,1175 MARINA DR.,LATHROP,CA,95330,787,787,CALPADS Fall 1 Submission enrollment,KG-08,3
River Montessori Elementary Charter,060220412549,0602204,0602204,NRD,10108,229,10337,NRD,false,NRD,1768900,40075,1808975,49708470119750,01197500119750,River Montessori Elementary Charter,3880 CYPRESS DR. STE. B,PETALUMA,CA,94954,182,181,CALPADS Fall 1 Submission enrollment,KG-06,2
River Oak Charter,060241412026,0602414,0602414,NRD,723,8426,9149,NRD,true,NRD,177135,2064370,2241505,23656150115055,01150550115055,River Oak Charter,555 LESLIE ST.,UKIAH,CA,95482,245,245,CALPADS Fall 1 Submission enrollment,KG-08,3
River Springs Charter,060208911707,0602089,0602089,NRD,10390,635,11025,NRD,false,NRD,69301300,4235450,73536750,33103300110833,01108330110833,River Springs Charter,27740 JEFFERSON AVE.,TEMECULA,CA,92590,6324,6324,CALPADS Fall 1 Submission enrollment,KG-12,4
Adelante High,060006111814,0600061,0600061,05505030300000,19490,1278,20768,20199.12151,false,NRD,993990,65178,1059168,50755560000000,50755560112573,Riverbank Unified,6801 SEVENTH ST.,RIVERBANK,CA,95367,62,62,CALPADS Fall 1 Submission enrollment,10-12,4
California Avenue Elementary,060006105114,0600061,0600061,05505030300000,12838,1357,14195,13626.12151,false,NRD,8357538,883407,9240945,50755560000000,50755566052971,Riverbank Unified,3800 CA AVE.,RIVERBANK,CA,95367,658,656,CALPADS Fall 1 Submission enrollment,KG-05,2
Mesa Verde Elementary,060006112206,0600061,0600061,05505030300000,12560,1393,13953,13384.12151,false,NRD,5463600,605955,6069555,50755560000000,50755560118810,Riverbank Unified,4850 MESA DR.,OAKDALE,CA,95361,464,459,CALPADS Fall 1 Submission enrollment,KG-05,2
Riverbank High,060006104232,0600061,0600061,05505030300000,13481,1639,15120,14551.12151,false,NRD,10137712,1232528,11370240,50755560000000,50755565036850,Riverbank Unified,6200 CLAUS RD.,RIVERBANK,CA,95367,756,756,CALPADS Fall 1 Submission enrollment,09-12,4
Riverbank Language Academy,060006111925,0600061,0600061,05505030300000,12654,654,13308,12739.12151,false,NRD,7415244,383244,7798488,50755560000000,50755560113852,Riverbank Unified,2400 STANISLAUS ST.,RIVERBANK,CA,95367,565,560,CALPADS Fall 1 Submission enrollment,KG-08,3
Horizon High,060004007830,0600040,0600040,05501030100000,11939,1653,13592,15011.76908,false,1,191024,26448,217472,10754080000000,10754081030253,Riverdale Joint Unified,3086 W. MT. WHITNEY AVE.,RIVERDALE,CA,93656,15,15,CALPADS Fall 1 Submission enrollment,09-12,4
Riverdale Elementary,060004005118,0600040,0600040,05501030100000,10005,1067,11072,12491.76908,false,1,5312655,566577,5879232,10754080000000,10754086007082,Riverdale Joint Unified,3700 STATHEM ST.,RIVERDALE,CA,93656,583,583,CALPADS Fall 1 Submission enrollment,04-08,3
Riverdale High,060004005120,0600040,0600040,05501030100000,12403,1100,13503,14922.76908,false,1,6846456,607200,7453656,10754080000000,10754081035575,Riverdale Joint Unified,3086 W. MT. WHITNEY AVE.,RIVERDALE,CA,93656,515,515,CALPADS Fall 1 Submission enrollment,09-12,4
Preschool Grasp,069102613302,0691026,0691026,05103303330100,NRD,NRD,NRD,NRD,true,1,NRD,NRD,NRD,33103300000000,33103300116665,Riverside County Office of Education,3939 13TH ST.,RIVERSIDE,CA,92502,NRD,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD
Riverside County Community,069102610577,0691026,0691026,05103303330100,30234,4939,35173,NRD,false,1,8919030,1457005,10376035,33103300000000,33103303331055,Riverside County Office of Education,3939 13TH ST.,RIVERSIDE,CA,92501,307,307,CALPADS Fall 1 Submission enrollment,07-12,4
Riverside County Special Education,069102609031,0691026,0691026,05103303330100,68384,331,68715,NRD,false,1,41851008,202572,42053580,33103300000000,33103306069207,Riverside County Office of Education,3939 13TH ST.,RIVERSIDE,CA,92502,602,600,CALPADS Fall 1 Submission enrollment,KG-12,4
Abraham Lincoln Continuation,063315005148,0633150,0633150,05503303400000,16975,1380,18355,19712.02161,false,NRD,3327100,270480,3597580,33672150000000,33672153336955,Riverside Unified,4341 VICTORIA AVE.,RIVERSIDE,CA,92507,197,197,CALPADS Fall 1 Submission enrollment,09-12,4
Adams Elementary,063315005129,0633150,0633150,05503303400000,10676,543,11219,12576.02161,false,NRD,5957208,302994,6260202,33672150000000,33672156032528,Riverside Unified,8362 COLORADO AVE.,RIVERSIDE,CA,92504,539,538,CALPADS Fall 1 Submission enrollment,KG-06,2
Amelia Earhart Middle,063315005006,0633150,0633150,05503303400000,10878,384,11262,12619.02161,false,NRD,10312344,364032,10676376,33672150000000,33672156112668,Riverside Unified,20202 APTOS ST.,RIVERSIDE,CA,92508,926,926,CALPADS Fall 1 Submission enrollment,07-08,3
Arlington High,063315005131,0633150,0633150,05503303400000,12003,636,12639,13996.02161,false,NRD,22277568,1180416,23457984,33672150000000,33672153330024,Riverside Unified,2951 JACKSON ST.,RIVERSIDE,CA,92503,1928,1928,CALPADS Fall 1 Submission enrollment,09-12,4
Benjamin Franklin Elementary,063315010030,0633150,0633150,05503303400000,10181,491,10672,12029.02161,false,NRD,8541859,411949,8953808,33672150000000,33672156109011,Riverside Unified,19661 ORANGE TERRACE PKWY.,RIVERSIDE,CA,92508,819,817,CALPADS Fall 1 Submission enrollment,KG-06,2
Bryant Elementary,063315005132,0633150,0633150,05503303400000,10500,513,11013,12370.02161,false,NRD,4767000,232902,4999902,33672150000000,33672156032544,Riverside Unified,4324 THIRD ST.,RIVERSIDE,CA,92501,441,441,CALPADS Fall 1 Submission enrollment,KG-06,2
Chemawa Middle,063315005135,0633150,0633150,05503303400000,10253,753,11006,12363.02161,false,NRD,9883892,725892,10609784,33672150000000,33672156061790,Riverside Unified,8830 MAGNOLIA AVE.,RIVERSIDE,CA,92503,951,951,CALPADS Fall 1 Submission enrollment,07-08,3
Educational Options Center State Preschool,063315014166,0633150,0633150,05503303400000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,33672150000000,33672150128207,Riverside Unified,6401 LINCOLN AVE.,RIVERSIDE,CA,92506,NRD,NRD,CALPADS Fall 1 Submission enrollment,NRD,NRD
Emerson Elementary,063315005136,0633150,0633150,05503303400000,11608,637,12245,13602.02161,false,NRD,7765752,426153,8191905,33672150000000,33672156032577,Riverside Unified,4660 OTTAWA AVE.,RIVERSIDE,CA,92507,740,737,CALPADS Fall 1 Submission enrollment,KG-06,2
Frank Augustus Miller Middle,063315012406,0633150,0633150,05503303400000,10727,463,11190,12547.02161,false,NRD,11102445,479205,11581650,33672150000000,33672150119180,Riverside Unified,17925 KRAMERIA AVE.,RIVERSIDE,CA,92504,1033,1033,CALPADS Fall 1 Submission enrollment,07-08,3
Fremont Elementary,063315005137,0633150,0633150,05503303400000,11206,811,12017,13374.02161,false,NRD,6152094,445239,6597333,33672150000000,33672156032585,Riverside Unified,1925 ORANGE ST.,RIVERSIDE,CA,92501,552,552,CALPADS Fall 1 Submission enrollment,KG-06,2
Jackson Elementary,063315005145,0633150,0633150,05503303400000,10830,636,11466,12823.02161,false,NRD,8100840,475728,8576568,33672150000000,33672156032650,Riverside Unified,4585 JACKSON ST.,RIVERSIDE,CA,92503,740,739,CALPADS Fall 1 Submission enrollment,KG-06,2
John W. North High,063315005154,0633150,0633150,05503303400000,11284,521,11805,13162.02161,false,NRD,25434136,1174334,26608470,33672150000000,33672153334406,Riverside Unified,1550 W. THIRD ST.,RIVERSIDE,CA,92507,2228,2228,CALPADS Fall 1 Submission enrollment,09-12,4
Liberty Elementary,063315005147,0633150,0633150,05503303400000,10504,621,11125,12482.02161,false,NRD,7079696,418554,7498250,33672150000000,33672156032684,Riverside Unified,9631 HAYES ST.,RIVERSIDE,CA,92503,725,725,CALPADS Fall 1 Submission enrollment,KG-06,2
Magnolia Elementary,063315005151,0633150,0633150,05503303400000,10478,605,11083,12440.02161,false,NRD,6643052,383570,7026622,33672150000000,33672156032718,Riverside Unified,3975 MAPLEWOOD PL.,RIVERSIDE,CA,92506,614,614,CALPADS Fall 1 Submission enrollment,KG-06,2
Mark Twain Elementary,063315011719,0633150,0633150,05503303400000,10269,326,10595,11952.02161,false,NRD,10905678,346212,11251890,33672150000000,33672150111252,Riverside Unified,19411 KRAMERIA AVE.,RIVERSIDE,CA,92508,1055,1051,CALPADS Fall 1 Submission enrollment,KG-06,2
Matthew Gage Middle,063315005138,0633150,0633150,05503303400000,11579,740,12319,13676.02161,false,NRD,10976892,701520,11678412,33672150000000,33672156059133,Riverside Unified,6400 LINCOLN AVE.,RIVERSIDE,CA,92506,1014,1014,CALPADS Fall 1 Submission enrollment,07-08,3
Monroe Elementary,063315005152,0633150,0633150,05503303400000,10842,700,11542,12899.02161,false,NRD,6613620,427000,7040620,33672150000000,33672156032726,Riverside Unified,8535 GARFIELD AVE.,RIVERSIDE,CA,92504,646,646,CALPADS Fall 1 Submission enrollment,KG-06,2
Opportunity Program,063315010029,0633150,0633150,05503303400000,19694,1609,21303,22660.02161,false,NRD,1319498,107803,1427301,33672150000000,33672153330511,Riverside Unified,6401 LINCOLN AVE.,RIVERSIDE,CA,92506,42,42,CALPADS Fall 1 Submission enrollment,07-12,4
Patricia Beatty Elementary,063315012047,0633150,0633150,05503303400000,10876,600,11476,12833.02161,false,NRD,6579980,363000,6942980,33672150000000,33672150114181,Riverside Unified,4261 LATHAM RD.,RIVERSIDE,CA,92501,608,607,CALPADS Fall 1 Submission enrollment,KG-06,2
Ramona High,063315005157,0633150,0633150,05503303400000,11925,701,12626,13983.02161,false,NRD,24207750,1423030,25630780,33672150000000,33672153336492,Riverside Unified,7675 MAGNOLIA AVE.,RIVERSIDE,CA,92504,2157,2157,CALPADS Fall 1 Submission enrollment,09-12,4
Riverside STEM Academy,063315013103,0633150,0633150,05503303400000,7394,NRD,7394,8751.021607,false,NRD,4850464,NRD,4850464,33672150000000,33672150131359,Riverside Unified,4466 MT.VERNON AVE,RIVERSIDE,CA,92507,663,663,CALPADS Fall 1 Submission enrollment,05-12,4
Victoria Elementary,063315005161,0633150,0633150,05503303400000,11236,711,11947,13304.02161,false,NRD,6494408,410958,6905366,33672150000000,33672156032775,Riverside Unified,2910 ARLINGTON AVE.,RIVERSIDE,CA,92506,575,575,CALPADS Fall 1 Submission enrollment,KG-06,2
Washington Elementary,063315005162,0633150,0633150,05503303400000,10448,446,10894,12251.02161,false,NRD,8609152,367504,8976656,33672150000000,33672156032783,Riverside Unified,2760 JANE ST.,RIVERSIDE,CA,92506,876,876,CALPADS Fall 1 Submission enrollment,KG-06,2
William Howard Taft Elementary,063315009624,0633150,0633150,05503303400000,10812,682,11494,12851.02161,false,NRD,6638568,418748,7057316,33672150000000,33672156107957,Riverside Unified,959 MISSION GROVE PKWY. N.,RIVERSIDE,CA,92506,657,657,CALPADS Fall 1 Submission enrollment,KG-06,2
Woodcrest Elementary,063315005163,0633150,0633150,05503303400000,10223,419,10642,11999.02161,false,NRD,6910748,283244,7193992,33672150000000,33672156099188,Riverside Unified,16940 KRAMERIA AVE.,RIVERSIDE,CA,92504,660,660,CALPADS Fall 1 Submission enrollment,KG-06,2
Roberts Ferry Union Elementary,063321005164,0633210,0633210,05505003300000,9786,381,10167,11252.94118,false,1,1223250,47625,1270875,50712330000000,50712336053011,Roberts Ferry Union Elementary,101 ROBERTS FERRY RD.,WATERFORD,CA,95386,113,113,CALPADS Fall 1 Submission enrollment,KG-08,3
Bell Avenue Elementary,063324005165,0633240,0633240,05503403400000,9565,2164,11729,NRD,false,1,4380770,991112,5371882,34674210000000,34674216033724,Robla Elementary,1900 BELL AVE.,SACRAMENTO,CA,95838,441,441,CALPADS Fall 1 Submission enrollment,KG-06,2
Glenwood Elementary,063324003736,0633240,0633240,05503403400000,9946,1818,11764,NRD,false,1,4764134,870822,5634956,34674210000000,34674216112296,Robla Elementary,201 JESSIE AVE.,SACRAMENTO,CA,95838,472,472,CALPADS Fall 1 Submission enrollment,KG-06,2
Robla Elementary,063324005166,0633240,0633240,05503403400000,10711,2325,13036,NRD,false,1,4145157,899775,5044932,34674210000000,34674216033740,Robla Elementary,5200 MARYSVILLE BLVD.,SACRAMENTO,CA,95838,386,386,CALPADS Fall 1 Submission enrollment,KG-06,2
Taylor Street Elementary,063324008954,0633240,0633240,05503403400000,10438,2088,12526,NRD,false,1,4154324,831024,4985348,34674210000000,34674216033757,Robla Elementary,4350 TAYLOR ST.,SACRAMENTO,CA,95838,209,209,CALPADS Fall 1 Submission enrollment,KG-06,2
Rocketship Fuerza Community Prep,060237913747,0602379,0602379,NRD,12222,1620,13842,NRD,false,NRD,7602084,1007640,8609724,43104390131110,01311100131110,Rocketship Fuerza Community Prep,70 S. JACKSON AVE.,SAN JOSE,CA,95116,628,628,CALPADS Fall 1 Submission enrollment,KG-05,2
Rocketship Los Suenos Academy,060219112478,0602191,0602191,NRD,13570,1192,14762,NRD,false,NRD,6025080,529248,6554328,43104390120642,01206420120642,Rocketship Los Suenos Academy,331 S. 34TH ST.,SAN JOSE,CA,95116,454,454,CALPADS Fall 1 Submission enrollment,KG-05,2
Rocketship Mosaic Elementary,060244412645,0602444,0602444,NRD,12953,1038,13991,NRD,false,NRD,7564552,606192,8170744,43694500123299,01232990123299,Rocketship Mosaic Elementary,950 OWSLEY AVE.,SAN JOSE,CA,95122,579,579,CALPADS Fall 1 Submission enrollment,KG-05,2
Rocketship Rising Stars,060172913979,0601729,0601729,NRD,10889,949,11838,NRD,false,NRD,6794736,592176,7386912,43104390133496,01334960133496,Rocketship Rising Stars,3173 SENTER RD.,SAN JOSE,CA,95111,631,624,CALPADS Fall 1 Submission enrollment,KG-05,2
Rocketship Spark Academy,060208713582,0602087,0602087,NRD,11682,890,12572,NRD,false,NRD,7207794,549130,7756924,43694500128108,01281080128108,Rocketship Spark Academy,683 SYLVANDALE AVE.,SAN JOSE,CA,95111,608,608,CALPADS Fall 1 Submission enrollment,KG-05,2
Rocklin Academy,060231208762,0602312,0602312,NRD,9063,231,9294,NRD,false,1,3353310,85470,3438780,31750856118392,61183926118392,Rocklin Academy,6532 TURNSTONE WAY,ROCKLIN,CA,95765,364,364,CALPADS Fall 1 Submission enrollment,KG-06,2
Rocklin Academy at Meyers Street,060167412012,0601674,0601674,NRD,9999,394,10393,NRD,false,1,1789821,70526,1860347,31750850114371,01143710114371,Rocklin Academy at Meyers Street,5035 MEYERS ST.,ROCKLIN,CA,95677,175,175,CALPADS Fall 1 Submission enrollment,KG-06,2
Rocklin Academy Gateway,060226813641,0602268,0602268,NRD,9252,142,9394,NRD,false,1,11046888,169548,11216436,31668520127928,01279280127928,Rocklin Academy Gateway,6550 LONETREE BLVD.,ROCKLIN,CA,95765,1246,1246,CALPADS Fall 1 Submission enrollment,KG-08,3
Antelope Creek Elementary,060001300805,0600013,0600013,05503102200000,10755,433,11188,11251.27326,false,NRD,5366745,216067,5582812,31750850000000,31750856110647,Rocklin Unified,6185 SPRINGVIEW DR.,ROCKLIN,CA,95677,500,500,CALPADS Fall 1 Submission enrollment,KG-06,2
Breen Elementary,060001303571,0600013,0600013,05503102200000,10058,436,10494,10557.27326,false,NRD,4697086,203612,4900698,31750850000000,31750856111975,Rocklin Unified,2751 BREEN DR.,ROCKLIN,CA,95765,521,521,CALPADS Fall 1 Submission enrollment,KG-06,2
Cobblestone Elementary,060001310270,0600013,0600013,05503102200000,10394,290,10684,10747.27326,false,NRD,4043266,112810,4156076,31750850000000,31750856109870,Rocklin Unified,5740 COBBLESTONE DR.,ROCKLIN,CA,95765,413,413,CALPADS Fall 1 Submission enrollment,KG-06,2
Rocklin Alternative Education Center,060001314465,0600013,0600013,05503102200000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,31750850000000,31750853130218,Rocklin Unified,NRD,NRD,CA,NRD,NRD,NRD,NRD,NRD,NRD
Rocklin Elementary,060001309070,0600013,0600013,05503102200000,8766,237,9003,9066.273265,false,NRD,5145642,139119,5284761,31750850000000,31750856031215,Rocklin Unified,5025 MEYERS ST.,ROCKLIN,CA,95677,585,585,CALPADS Fall 1 Submission enrollment,KG-06,2
Rocklin Independent Charter Academy,060001313722,0600013,0600013,05503102200000,NRD,NRD,NRD,NRD,true,NRD,NRD,NRD,NRD,31750850000000,31750850128561,Rocklin Unified,3250 VICTORY DR.,ROCKLIN,CA,95765,130,130,CALPADS Fall 1 Submission enrollment,KG-12,4
Ruhkala Elementary,060001311009,0600013,0600013,05503102200000,30493,91,30584,30647.27326,false,NRD,10855508,32396,10887904,31750850000000,31750850108050,Rocklin Unified,6530 TURNSTONE WAY,ROCKLIN,CA,95765,369,369,CALPADS Fall 1 Submission enrollment,KG-06,2
Sierra Elementary,060001308764,0600013,0600013,05503102200000,9789,111,9900,9963.273265,false,NRD,4825977,54723,4880700,31750850000000,31750856118533,Rocklin Unified,6811 CAMBORNE WAY,ROCKLIN,CA,95677,534,534,CALPADS Fall 1 Submission enrollment,KG-06,2
Spring View Middle,060001308553,0600013,0600013,05503102200000,10577,465,11042,11105.27326,false,NRD,9529877,418965,9948842,31750850000000,31750856100903,Rocklin Unified,5040 FIFTH ST.,ROCKLIN,CA,95677,875,875,CALPADS Fall 1 Submission enrollment,07-08,3
Valley View Elementary,060001308763,0600013,0600013,05503102200000,9708,91,9799,9862.273265,false,NRD,5562684,52143,5614827,31750850000000,31750856118517,Rocklin Unified,3000 CREST DR.,ROCKLIN,CA,95765,512,512,CALPADS Fall 1 Submission enrollment,KG-06,2
Victory High,060001306176,0600013,0600013,05503102200000,14570,1836,16406,16469.27326,false,NRD,1282160,161568,1443728,31750850000000,31750853130200,Rocklin Unified,3250 VICTORY DR.,ROCKLIN,CA,95765,75,75,CALPADS Fall 1 Submission enrollment,09-12,4
Whitney High,060001311010,0600013,0600013,05503102200000,10154,414,10568,10631.27326,false,NRD,20937548,853668,21791216,31750850000000,31750850108084,Rocklin Unified,701 WILDCAT BLVD.,ROCKLIN,CA,95765,1959,1959,CALPADS Fall 1 Submission enrollment,09-12,4
Rocky Point Charter,060246311927,0602463,0602463,NRD,9616,223,9839,NRD,false,NRD,1548176,35903,1584079,45752670113407,01134070113407,Rocky Point Charter,3500 TAMARACK DR.,REDDING,CA,96003,167,167,CALPADS Fall 1 Submission enrollment,KG-08,3
Ethan A Chase Middle,063339012127,0633390,0633390,05503303700000,10221,570,10791,11198.51781,false,1,14104980,786600,14891580,33672310000000,33672310114066,Romoland Elementary,28100 CALM HORIZON DR.,MENIFEE,CA,92585,1333,1333,CALPADS Fall 1 Submission enrollment,06-08,3
Mesa View Elementary,063339011886,0633390,0633390,05503303700000,13937,473,14410,14817.51781,false,1,12278497,416713,12695210,33672310000000,33672310113746,Romoland Elementary,27227 HERITAGE LAKE DR.,ROMOLAND,CA,92585,891,887,CALPADS Fall 1 Submission enrollment,KG-05,2
Almondale Elementary,063348003149,0633480,0633480,05501504500000,9973,58,10031,10696.83708,false,1,6642018,38628,6680646,15637500000000,15637506111686,Rosedale Union Elementary,10510 CHIPPEWA ST.,BAKERSFIELD,CA,93312,621,621,CALPADS Fall 1 Submission enrollment,KG-06,2
American Elementary,063348011603,0633480,0633480,05501504500000,9312,58,9370,10035.83708,false,1,6974688,43442,7018130,15637500000000,15637500111245,Rosedale Union Elementary,800 VERDUGO,BAKERSFIELD,CA,93312,731,731,CALPADS Fall 1 Submission enrollment,KG-06,2
